GEOID,NAME,totpop,propwhite,medincome,propdegree,geometry
36047005800,"Census Tract 58, Kings County, New York",3333,0.2365403377247187,50528,0.8942107885583606,"list(list(c(-74.035437, -74.034886, -74.032195, -74.029564, -74.028205, -74.029302, -74.030485, -74.033313, -74.03599, -74.035437, 40.619956, 40.62132, 40.620688, 40.619833, 40.619173, 40.617896, 40.616518, 40.617945, 40.618596, 40.619956)))"
36047005900,"Census Tract 59, Kings County, New York",1429,0.038691564710062853,57143,0.7766441785325775,"list(list(c(-74.0117, -74.010451, -74.0092, -74.006919, -74.006713, -74.006623, -74.005819, -74.00596, -74.005675, -74.004473, -74.003431, -74.003346, -74.003018, -74.002255, -74.001539, -74.000699, -74.001213, -74.001354, -74.003194, -74.003503, -74.004764, -74.006491, -74.006298, -74.008302, -74.009544, -74.011055, -74.0117, 40.679365, 40.680431, 40.681496, 40.683451, 40.683615, 40.683658, 40.683656, 40.683363, 40.68293, 40.680993, 40.679708, 40.67963, 40.679148, 40.678205, 40.677268, 40.675571, 
40.67587, 40.675791, 40.676271, 40.675631, 40.67671, 40.677194, 40.677604, 40.67897, 40.677898, 40.678926, 40.679365)))"
36047006000,"Census Tract 60, Kings County, New York",2717,0.48777687488618565,64286,1.0966866169360987,"list(list(c(-74.034601, -74.034323, -74.034043, -74.033742, -74.02835, -74.028924, -74.029564, -74.032195, -74.034886, -74.034601, 40.622001, 40.622683, 40.623363, 40.624099, 40.622799, 40.621404, 40.619833, 40.620688, 40.62132, 40.622001)))"
36047006200,"Census Tract 62, Kings County, New York",2818,0.2051357705795353,47050,-0.21614052835181508,"list(list(c(-74.033389, -74.033108, -74.032555, -74.029871, -74.027153, -74.027734, -74.027991, -74.02835, -74.033742, -74.033389, 40.624968, 40.625647, 40.62701, 40.626374, 40.625727, 40.624301, 40.623683, 40.622799, 40.624099, 40.624968)))"
36047006300,"Census Tract 63, Kings County, New York",1952,0.6510806240411391,97614,0.9464626152364862,"list(list(c(-74.00333, -74.001931, -74.001609, -74.001281, -74.000642, -73.999081, -73.999725, -74.000048, -74.000371, -74.000693, -74.001122, -74.001516, -74.001905, -74.002255, -74.003018, -74.003346, -74.00333, 40.679825, 40.682565, 40.683235, 40.683909, 40.685247, 40.684816, 40.683473, 40.682803, 40.682133, 40.681463, 40.680569, 40.679753, 40.678935, 40.678205, 40.679148, 40.67963, 40.679825)))"
36047006400,"Census Tract 64, Kings County, New York",3244,0.7233111284750613,64214,0.1300278233907691,"list(list(c(-74.031957, -74.03136, -74.030764, -74.025361, -74.025958, -74.026263, -74.026561, -74.026856, -74.032256, -74.031957, 40.628471, 40.629931, 40.631392, 40.630109, 40.628648, 40.62792, 40.627187, 40.626459, 40.627741, 40.628471)))"
36047006500,"Census Tract 65, Kings County, New York",5412,0.6667829076137307,109492,-0.27492383336470677,"list(list(c(-74.001905, -74.001516, -74.001122, -74.000693, -74.000371, -74.000048, -73.996209, -73.996527, -73.996887, -73.997283, -73.997672, -73.998068, -73.998728, -73.999352, -73.999924, -74.001213, -74.000699, -74.001539, -74.002255, -74.001905, 40.678935, 40.679753, 40.680569, 40.681463, 40.682133, 40.682803, 40.681724, 40.68106, 40.680315, 40.679502, 40.678682, 40.677866, 40.676489, 40.6752, 40.674004, 40.67587, 40.675571, 40.677268, 40.678205, 40.678935)))"
36047006600,"Census Tract 66, Kings County, New York",3797,0.47207459131359397,59981,-0.05938504831743754,"list(list(c(-74.030473, -74.029913, -74.029633, -74.026951, -74.026039, -74.024238, -74.02452, -74.025071, -74.025361, -74.030764, -74.030473, 40.632099, 40.633474, 40.634153, 40.633516, 40.633303, 40.632859, 40.632167, 40.630814, 40.630109, 40.631392, 40.632099)))"
36047006700,"Census Tract 67, Kings County, New York",3799,0.9085980746316427,145294,0.7766441785325775,"list(list(c(-73.999725, -73.999081, -73.998189, -73.996358, -73.994408, -73.994901, -73.995232, -73.995558, -73.995881, -73.996209, -74.000048, -73.999725, 40.683473, 40.684816, 40.6867, 40.686096, 40.685453, 40.68443, 40.683741, 40.683069, 40.682395, 40.681724, 40.682803, 40.683473)))"
36047006800,"Census Tract 68, Kings County, New York",5290,-0.2031236023078491,40857,0.28678330342514696,"list(list(c(-74.029357, -74.029134, -74.028658, -74.028279, -74.025666, -74.025472, -74.02291, -74.023235, -74.023518, -74.023884, -74.024238, -74.026039, -74.026951, -74.029633, -74.029357, 40.634837, 40.635373, 40.636546, 40.637468, 40.636667, 40.63714, 40.636108, 40.635318, 40.634616, 40.633724, 40.632859, 40.633303, 40.633516, 40.634153, 40.634837)))"
36047006900,"Census Tract 69, Kings County, New York",3582,0.3087708421586402,131284,0.48272765346811936,"list(list(c(-73.994408, -73.994091, -73.99393, -73.993604, -73.993338, -73.993269, -73.990468, -73.988289, -73.988712, -73.989129, -73.989556, -73.990424, -73.992623, -73.994901, -73.994408, 40.685453, 40.686114, 40.686453, 40.687127, 40.687679, 40.687825, 40.686728, 40.685869, 40.685224, 40.68459, 40.683956, 40.682694, 40.683544, 40.68443, 40.685453)))"
36047007000,"Census Tract 70, Kings County, New York",2463,0.05125339156813657,42218,-0.35983305171666147,"list(list(c(-74.028004, -74.027624, -74.026861, -74.024754, -74.023545, -74.023105, -74.021165, -74.021774, -74.021087, -74.021359, -74.022626, -74.02291, -74.025472, -74.025666, -74.028279, -74.028004, 40.638145, 40.638805, 40.639536, 40.638121, 40.639314, 40.639996, 40.641417, 40.64041, 40.638262, 40.637967, 40.636799, 40.636108, 40.63714, 40.636667, 40.637468, 40.638145)))"
36047007100,"Census Tract 71, Kings County, New York",5002,-0.9599736705067686,36890,0.23453147674702066,"list(list(c(-73.989556, -73.989129, -73.988712, -73.988289, -73.986119, -73.983953, -73.984375, -73.985231, -73.986104, -73.987668, -73.988272, -73.990424, -73.989556, 40.683956, 40.68459, 40.685224, 40.685869, 40.685024, 40.684182, 40.683543, 40.68228, 40.681009, 40.680818, 40.681863, 40.682694, 40.683956)))"
36047007200,"Census Tract 72, Kings County, New York",2341,-1.1986483808101622,37364,-0.17042018000845485,"list(list(c(-74.021165, -74.020966, -74.020857, -74.020212, -74.018422, -74.019024, -74.019608, -74.02019, -74.021087, -74.021774, -74.021165, 40.641417, 40.641651, 40.641435, 40.641981, 40.640846, 40.640264, 40.639704, 40.639145, 40.638262, 40.64041, 40.641417)))"
36047007400,"Census Tract 74, Kings County, New York",6061,-1.3211261926763775,46204,-0.20960905001704933,"list(list(c(-74.019011, -74.017926, -74.017877, -74.01607, -74.013814, -74.01498, -74.015562, -74.016167, -74.018422, -74.020212, -74.019011, 40.643165, 40.644233, 40.644201, 40.643109, 40.641745, 40.640626, 40.640067, 40.639483, 40.640846, 40.641981, 40.643165)))"
36047007500,"Census Tract 75, Kings County, New York",4774,0.34959677944737866,135697,-0.5688403584291649,"list(list(c(-73.996209, -73.995881, -73.995558, -73.995232, -73.994901, -73.992623, -73.990424, -73.988272, -73.987668, -73.98808, -73.989388, -73.992587, -73.994889, -73.994654, -73.996527, -73.996209, 40.681724, 40.682395, 40.683069, 40.683741, 40.68443, 40.683544, 40.682694, 40.681863, 40.680818, 40.680172, 40.678285, 40.679521, 40.6802, 40.680541, 40.68106, 40.681724)))"
36047007600,"Census Tract 76, Kings County, New York",4775,-1.0887323958020205,32996,-0.4773996617424447,"list(list(c(-74.016651, -74.016086, -74.015533, -74.011484, -74.012649, -74.013814, -74.01607, -74.017877, -74.016651, 40.645331, 40.645882, 40.646418, 40.643986, 40.642866, 40.641745, 40.643109, 40.644201, 40.645331)))"
36047007700,"Census Tract 77, Kings County, New York",4409,0.4783555047426303,123592,-0.7713161868069031,"list(list(c(-73.999352, -73.998728, -73.998068, -73.997672, -73.997283, -73.996887, -73.996527, -73.994654, -73.994889, -73.992587, -73.989388, -73.989914, -73.990802, -73.992566, -73.995275, -73.998551, -73.998619, -73.998863, -73.999924, -73.999352, 40.6752, 40.676489, 40.677866, 40.678682, 40.679502, 40.680315, 40.68106, 40.680541, 40.6802, 40.679521, 40.678285, 40.67685, 40.675783, 40.676106, 40.675778, 40.671926, 40.67183, 40.672167, 40.674004, 40.6752)))"
36047007800,"Census Tract 78, Kings County, New York",5493,-0.9850973242229152,42000,0.19534260673842618,"list(list(c(-74.014932, -74.014377, -74.013733, -74.013172, -74.011412, -74.009153, -74.009736, -74.010319, -74.010902, -74.011484, -74.015533, -74.014932, 40.646982, 40.647554, 40.648079, 40.648652, 40.64759, 40.646227, 40.645667, 40.645106, 40.644547, 40.643986, 40.646418, 40.646982)))"
36047008000,"Census Tract 80, Kings County, New York",4373,-0.9285691033615853,53380,0.1757481717341293,"list(list(c(-74.012629, -74.011477, -74.010915, -74.009082, -74.006824, -74.007988, -74.009153, -74.011412, -74.013172, -74.012629, 40.649235, 40.650363, 40.650938, 40.649829, 40.648465, 40.647344, 40.646227, 40.64759, 40.648652, 40.649235)))"
36047008200,"Census Tract 82, Kings County, New York",4148,-0.9568332137922503,35511,-0.4055534000600215,"list(list(c(-74.010308, -74.008545, -74.00675, -74.00449, -74.005074, -74.005659, -74.006824, -74.009082, -74.010915, -74.010308, 40.651483, 40.6532, 40.652071, 40.650706, 40.650147, 40.649584, 40.648465, 40.649829, 40.650938, 40.651483)))"
36047008400,"Census Tract 84, Kings County, New York",3860,-0.9568332137922503,49274,-0.38595896505572447,"list(list(c(-74.007977, -74.006231, -74.004465, -74.002677, -74.000413, -74.002144, -74.002751, -74.003908, -74.00449, -74.00675, -74.008545, -74.007977, 40.653727, 40.6554, 40.657072, 40.65599, 40.654629, 40.652956, 40.652385, 40.651266, 40.650706, 40.652071, 40.6532, 40.653727)))"
36047008500,"Census Tract 85, Kings County, New York",6916,-1.5786436432668811,14000,-0.6864069684549484,"list(list(c(-74.011412, -74.009544, -74.008302, -74.006298, -74.006491, -74.004764, -74.003503, -74.003194, -74.001354, -74.002016, -74.002608, -74.006005, -74.007711, -74.009611, -74.011412, 40.676319, 40.677898, 40.67897, 40.677604, 40.677194, 40.67671, 40.675631, 40.676271, 40.675791, 40.674482, 40.673182, 40.674146, 40.674625, 40.675121, 40.676319)))"
36047008600,"Census Tract 86, Kings County, New York",0,NA,NA,NA,"list(list(c(-74.005659, -74.005074, -74.002866, -74.000662, -74.001248, -74.001833, -74.002415, -74.004621, -74.006824, -74.005659, 40.649584, 40.650147, 40.648821, 40.647487, 40.646926, 40.646368, 40.645809, 40.647131, 40.648465, 40.649584)))"
36047008800,"Census Tract 88, Kings County, New York",3397,-0.639647085625898,53528,-0.08551096165650052,"list(list(c(-74.00449, -74.003908, -74.002751, -74.002144, -73.997818, -73.998276, -73.998704, -73.999516, -74.000662, -74.002866, -74.005074, -74.00449, 40.650706, 40.651266, 40.652385, 40.652956, 40.650282, 40.649734, 40.649169, 40.648611, 40.647487, 40.648821, 40.650147, 40.650706)))"
36047009000,"Census Tract 90, Kings County, New York",3224,-1.4404635478280743,36925,-0.03325913497837455,"list(list(c(-73.999516, -73.998704, -73.998276, -73.996088, -73.993985, -73.995096, -73.995683, -73.996266, -73.998466, -74.000662, -73.999516, 40.648611, 40.649169, 40.649734, 40.648307, 40.647101, 40.645946, 40.645385, 40.644827, 40.646159, 40.647487, 40.648611)))"
36047009200,"Census Tract 92, Kings County, New York",5407,-1.3148452792473408,38042,-0.4643367050729134,"list(list(c(-74.001833, -74.001248, -74.000662, -73.998466, -73.996266, -73.996844, -73.997426, -73.998011, -74.000213, -74.002415, -74.001833, 40.646368, 40.646926, 40.647487, 40.646159, 40.644827, 40.644266, 40.643706, 40.643147, 40.644477, 40.645809, 40.646368)))"
36047009400,"Census Tract 94, Kings County, New York",5837,-1.1860865539520888,40239,-0.5753718367639309,"list(list(c(-74.003581, -74.002999, -74.002415, -74.000213, -73.998011, -73.999176, -73.999757, -74.000341, -74.002545, -74.004747, -74.003581, 40.644689, 40.645245, 40.645809, 40.644477, 40.643147, 40.642026, 40.641467, 40.640905, 40.642236, 40.643567, 40.644689)))"
36047009600,"Census Tract 96, Kings County, New York",5951,-0.8217935750679616,32829,-0.6145607067725254,"list(list(c(-74.007988, -74.006824, -74.004621, -74.002415, -74.002999, -74.003581, -74.004747, -74.00695, -74.009153, -74.007988, 40.647344, 40.648465, 40.647131, 40.645809, 40.645245, 40.644689, 40.643567, 40.644897, 40.646227, 40.647344)))"
36047009800,"Census Tract 98, Kings County, New York",8178,-1.4059185239683727,31961,-0.8300994918197946,"list(list(c(-74.010902, -74.010319, -74.009736, -74.009153, -74.00695, -74.004747, -74.00533, -74.005913, -74.007079, -74.009281, -74.011484, -74.010902, 40.644547, 40.645106, 40.645667, 40.646227, 40.644897, 40.643567, 40.643006, 40.642445, 40.641325, 40.642657, 40.643986, 40.644547)))"
36047010000,"Census Tract 100, Kings County, New York",6312,-1.4969917686894043,33229,-0.0789794833217344,"list(list(c(-74.012649, -74.011484, -74.009281, -74.007079, -74.008242, -74.009409, -74.011611, -74.013814, -74.012649, 40.642866, 40.643986, 40.642657, 40.641325, 40.640205, 40.639085, 40.640416, 40.641745, 40.642866)))"
36047010100,"Census Tract 101, Kings County, New York",4402,-0.6679111960565631,43779,-0.08551096165650052,"list(list(c(-74.003288, -74.002161, -74.000454, -73.99987, -73.998014, -73.997429, -73.995169, -73.998671, -74.000413, -74.002677, -74.004465, -74.003288, 40.658185, 40.659356, 40.661032, 40.661589, 40.660472, 40.661036, 40.659669, 40.656307, 40.654629, 40.65599, 40.657072, 40.658185)))"
36047010200,"Census Tract 102, Kings County, New York",5265,-1.390216240395781,42911,-0.43821079173385025,"list(list(c(-74.015562, -74.01498, -74.013814, -74.011611, -74.009409, -74.011154, -74.01176, -74.013961, -74.016167, -74.015562, 40.640067, 40.640626, 40.641745, 40.640416, 40.639085, 40.637404, 40.636823, 40.638153, 40.639483, 40.640067)))"
36047010400,"Census Tract 104, Kings County, New York",5937,-1.7231046521347249,37787,0.08430747504740888,"list(list(c(-74.011154, -74.009409, -74.007206, -74.005003, -74.006169, -74.006751, -74.007356, -74.009557, -74.01176, -74.011154, 40.637404, 40.639085, 40.637755, 40.636425, 40.635303, 40.634745, 40.634164, 40.635493, 40.636823, 40.637404)))"
36047010600,"Census Tract 106, Kings County, New York",5747,-1.6697168879879132,37531,-0.5100570534162734,"list(list(c(-74.008242, -74.007079, -74.004877, -74.002672, -74.00442, -74.005003, -74.007206, -74.009409, -74.008242, 40.640205, 40.641325, 40.639995, 40.638667, 40.636985, 40.636425, 40.637755, 40.639085, 40.640205)))"
36047010800,"Census Tract 108, Kings County, New York",4267,-1.5849245566959178,32122,-0.5688403584291649,"list(list(c(-74.005913, -74.00533, -74.004747, -74.002545, -74.000341, -74.000925, -74.001508, -74.002091, -74.002672, -74.004877, -74.007079, -74.005913, 40.642445, 40.643006, 40.643567, 40.642236, 40.640905, 40.640346, 40.639785, 40.639225, 40.638667, 40.639995, 40.641325, 40.642445)))"
36047011000,"Census Tract 110, Kings County, New York",2708,-0.9097263630744752,40238,-0.19654609334751783,"list(list(c(-73.995683, -73.995096, -73.993985, -73.989059, -73.990497, -73.991213, -73.991929, -73.994077, -73.996266, -73.995683, 40.645385, 40.645946, 40.647101, 40.644119, 40.643164, 40.642686, 40.642205, 40.643503, 40.644827, 40.645385)))"
36047011200,"Census Tract 112, Kings County, New York",6527,-0.306758673886954,30032,-0.5035255750815077,"list(list(c(-73.998011, -73.997426, -73.996844, -73.996266, -73.994077, -73.991929, -73.992644, -73.994077, -73.994331, -73.994795, -73.99551, -73.996974, -73.999176, -73.998011, 40.643147, 40.643706, 40.644266, 40.644827, 40.643503, 40.642205, 40.641728, 40.64077, 40.6406, 40.640288, 40.63981, 40.640694, 40.642026, 40.643147)))"
36081027500,"Census Tract 275, Queens County, New York",7489,0.12348389600205807,49063,0.07777599671264313,"list(list(c(-73.877247, -73.876315, -73.876668, -73.876998, -73.876068, -73.875139, -73.874809, -73.874455, -73.874085, -73.873701, -73.876252, -73.87648, -73.877247, 40.752568, 40.752666, 40.75461, 40.756439, 40.756536, 40.756634, 40.754806, 40.752859, 40.750823, 40.748717, 40.748439, 40.748416, 40.752568)))"
36081027600,"Census Tract 276, Queens County, New York",1262,-1.9837625594397468,46579,0.48272765346811936,"list(list(c(-73.790385, -73.786439, -73.785805, -73.783266, -73.782345, -73.784939, -73.784676, -73.784485, -73.786529, -73.790026, -73.790385, 40.687754, 40.688782, 40.688997, 40.689994, 40.688407, 40.687532, 40.687085, 40.68676, 40.685111, 40.687271, 40.687754)))"
36081027700,"Census Tract 277, Queens County, New York",7638,-0.014696199436748603,39399,0.23453147674702066,"list(list(c(-73.879789, -73.87793, -73.876998, -73.876668, -73.876315, -73.877247, -73.87648, -73.877416, -73.878406, -73.879104, -73.879789, 40.756147, 40.756339, 40.756439, 40.75461, 40.752666, 40.752568, 40.748416, 40.748319, 40.748216, 40.752373, 40.756147)))"
36081027800,"Census Tract 278, Queens County, New York",2437,-1.9272343385784168,38147,-0.03325913497837455,"list(list(c(-73.786529, -73.784485, -73.784676, -73.784939, -73.782345, -73.781487, -73.779668, -73.780957, -73.783016, -73.784676, -73.784977, -73.786529, 40.685111, 40.68676, 40.687085, 40.687532, 40.688407, 40.688697, 40.685377, 40.684941, 40.684277, 40.68372, 40.684152, 40.685111)))"
36081027900,"Census Tract 279, Queens County, New York",6233,-0.1874213187352574,48170,0.3912869567813986,"list(list(c(-73.881894, -73.880963, -73.881315, -73.881648, -73.880719, -73.879789, -73.879104, -73.878406, -73.879278, -73.881137, -73.88152, -73.881894, 40.752081, 40.752179, 40.754123, 40.755952, 40.756049, 40.756147, 40.752373, 40.748216, 40.748124, 40.747927, 40.750039, 40.752081)))"
36081028000,"Census Tract 280, Queens County, New York",1775,-2.0057457564413754,79792,-0.48393114007721066,"list(list(c(-73.783266, -73.780782, -73.779773, -73.777893, -73.776619, -73.777958, -73.776998, -73.779668, -73.781487, -73.782345, -73.783266, 40.689994, 40.69103, 40.689281, 40.689918, 40.688364, 40.687911, 40.686283, 40.685377, 40.688697, 40.688407, 40.689994)))"
36081028100,"Census Tract 281, Queens County, New York",4435,0.4783555047426303,47998,0.9987144419146126,"list(list(c(-73.884439, -73.883507, -73.881648, -73.881315, -73.880963, -73.881894, -73.88152, -73.881137, -73.881304, -73.882071, -73.882569, -73.882999, -73.883753, -73.884106, -73.884439, 40.755657, 40.755755, 40.755952, 40.754123, 40.752179, 40.752081, 40.750039, 40.747927, 40.747909, 40.74783, 40.747778, 40.747734, 40.751885, 40.753829, 40.755657)))"
36081028200,"Census Tract 282, Queens County, New York",1703,-1.9617793624381186,70523,-0.026727656643608808,"list(list(c(-73.777958, -73.776619, -73.775755, -73.77486, -73.773149, -73.7724, -73.769742, -73.770143, -73.772203, -73.773499, -73.775012, -73.776324, -73.776998, -73.777958, 40.687911, 40.688364, 40.687691, 40.687013, 40.685806, 40.68528, 40.683778, 40.683111, 40.68161, 40.683482, 40.684276, 40.685217, 40.686283, 40.687911)))"
36081028300,"Census Tract 283, Queens County, New York",7318,-0.1465953814465186,57158,1.8412751470993927,"list(list(c(-73.886543, -73.885613, -73.885965, -73.886298, -73.884439, -73.884106, -73.883753, -73.882999, -73.883936, -73.884855, -73.885787, -73.886168, -73.886543, 40.751592, 40.75169, 40.753634, 40.75546, 40.755657, 40.753829, 40.751885, 40.747734, 40.74763, 40.747535, 40.74744, 40.749552, 40.751592)))"
36081028400,"Census Tract 284, Queens County, New York",4367,-1.9429366221510085,61964,-0.4773996617424447,"list(list(c(-73.780957, -73.779668, -73.776998, -73.776324, -73.775012, -73.773499, -73.772203, -73.772322, -73.773565, -73.7747, -73.777231, -73.778422, -73.779478, -73.780825, -73.783016, -73.780957, 40.684941, 40.685377, 40.686283, 40.685217, 40.684276, 40.683482, 40.68161, 40.681491, 40.680964, 40.680487, 40.679654, 40.679032, 40.678365, 40.680526, 40.684277, 40.684941)))"
36081028500,"Census Tract 285, Queens County, New York",5120,0.12976480943109509,61682,-0.5035255750815077,"list(list(c(-73.888756, -73.887824, -73.888157, -73.886298, -73.885965, -73.885613, -73.886543, -73.886168, -73.885787, -73.887647, -73.888029, -73.888401, -73.888756, 40.75334, 40.753438, 40.755266, 40.75546, 40.753634, 40.75169, 40.751592, 40.749552, 40.74744, 40.747245, 40.749356, 40.751396, 40.75334)))"
36081028700,"Census Tract 287, Queens County, New York",6423,0.019848824422953153,61472,0.43700730512475877,"list(list(c(-73.891189, -73.890262, -73.890613, -73.890948, -73.890013, -73.888157, -73.887824, -73.888756, -73.888401, -73.888029, -73.887647, -73.887783, -73.888678, -73.889571, -73.890501, -73.890576, -73.890865, -73.891189, 40.751101, 40.7512, 40.753145, 40.754974, 40.755071, 40.755266, 40.753438, 40.75334, 40.751396, 40.749356, 40.747245, 40.747229, 40.747134, 40.747039, 40.746942, 40.747343, 40.749057, 40.751101)))"
36081028800,"Census Tract 288, Queens County, New York",4693,-1.892689314718715,59792,-0.43821079173385025,"list(list(c(-73.792093, -73.788408, -73.78613, -73.786529, -73.784977, -73.784676, -73.783016, -73.780825, -73.779478, -73.783042, -73.783763, -73.785767, -73.786868, -73.788864, -73.790344, -73.791128, -73.791459, -73.791722, -73.792093, 40.680476, 40.681992, 40.682989, 40.685111, 40.684152, 40.68372, 40.684277, 40.680526, 40.678365, 40.675844, 40.675316, 40.672396, 40.672824, 40.673913, 40.67604, 40.677773, 40.678649, 40.679341, 40.680476)))"
